"","Live","PTT","蘋果","中時","中央社","東森","自由","新頭殼","NowNews","聯合","TVBS","中廣","台視","華視","民視"
"同學",831,323,90,33,0,28,37,16,10,23,37,0,0,12,15
"服貿",820,3602,722,484,287,348,663,78,143,628,191,86,41,116,173
"警察",712,3902,368,89,46,103,253,31,32,132,70,11,6,16,30
"學生",600,4128,1177,696,337,399,1256,215,274,864,291,94,69,113,230
"行政院",559,2046,382,285,106,255,318,95,137,250,104,23,24,43,91
"政府",529,2073,247,142,85,115,205,50,56,154,30,24,7,18,39
"老師",348,347,70,34,5,17,37,11,3,46,13,4,0,7,5
"律師",332,138,29,11,5,24,26,6,13,9,7,0,3,0,4
"立法院",328,1552,224,167,158,110,159,49,103,209,75,30,14,30,42
"國家",328,1172,165,79,55,61,117,21,25,99,13,4,0,8,14
"人民",311,1108,105,28,12,47,84,25,22,37,18,6,0,7,12
"公民",280,264,54,30,14,19,47,11,14,31,9,3,0,0,11
"總統",267,928,138,106,114,81,99,31,75,101,69,32,13,12,43
"民眾",248,1002,270,136,52,99,181,40,46,142,89,23,15,29,66
"協議",234,671,266,138,210,92,140,51,61,209,43,31,7,26,33
"大學",184,272,169,58,17,29,99,48,9,77,17,5,0,14,7
"人員",168,274,32,29,0,17,31,7,9,19,14,0,0,3,14
"暴力",154,674,127,45,8,29,158,18,22,46,11,0,0,7,26
"國會",150,219,57,47,53,23,395,11,23,67,6,8,5,4,8
"法律",140,497,42,21,7,31,25,13,18,22,0,0,0,5,5
"院長",134,317,71,54,22,32,46,15,16,60,14,5,4,5,16
"兩岸",132,427,149,91,130,62,76,26,45,109,13,23,5,18,11
"記者",121,456,81,36,120,120,266,20,108,327,27,0,0,13,4
"教授",120,273,42,28,7,22,69,0,15,41,15,0,0,6,20
"東西",119,363,11,4,0,5,7,0,0,5,9,3,0,0,0
"先生",118,151,21,10,0,18,19,8,0,12,6,0,0,7,3
"經濟",112,603,90,83,38,48,30,15,23,66,8,11,0,18,4
"辦法",112,366,30,11,3,6,6,0,0,11,6,0,0,3,12
"條例",110,233,39,17,22,22,41,19,13,24,6,3,4,5,0
"程序",107,231,41,23,13,14,25,15,4,34,0,3,0,0,5
"醫療",107,81,19,4,3,10,21,7,0,6,0,0,0,0,0
"國民黨",106,766,86,69,23,49,111,22,17,90,17,3,3,7,32
"警方",103,371,234,146,69,110,173,22,42,129,79,28,33,27,41
"記者會",96,179,46,26,17,18,45,13,14,28,14,3,0,4,8
"責任",95,207,60,22,10,26,37,20,14,19,9,4,0,4,5
"大陸",90,916,97,103,56,50,10,0,43,73,61,12,0,15,0
"和平",90,367,42,28,12,24,40,7,0,27,14,3,0,0,5
"指揮官",90,50,5,6,0,3,3,0,0,3,6,0,0,0,0
"消息",90,164,19,16,3,9,31,3,0,11,16,0,0,9,4
"網路",90,288,52,52,8,57,65,16,21,54,28,6,0,7,12
"權力",87,194,38,16,3,10,26,5,0,14,3,0,0,0,5
"團體",86,176,70,50,83,17,57,16,28,73,20,6,4,13,8
"會議",85,133,44,52,33,16,35,15,8,35,5,6,0,0,4
"青年",84,128,44,27,0,20,42,8,18,10,4,3,0,0,11
"關係",81,295,33,14,19,10,7,0,9,19,6,3,0,6,0
"行政",79,398,41,36,5,12,42,7,15,28,10,0,0,3,0
"憲政",79,100,25,39,4,9,31,9,12,11,0,0,0,0,4
"力量",78,181,12,5,0,12,16,3,5,9,0,4,0,0,5
"歷史",75,264,32,15,0,8,16,5,4,9,9,0,0,0,0
"理性",74,339,43,34,20,20,20,5,9,40,8,7,0,7,4
"報告",68,88,26,19,23,4,26,5,3,26,5,13,0,4,3
"過程",68,158,46,15,22,21,33,5,16,19,6,4,7,7,7
"想法",65,222,11,3,6,12,3,0,0,5,5,0,0,0,0
"利益",62,182,8,3,4,4,9,3,0,8,0,0,0,0,0
"群眾",62,339,110,79,39,51,110,37,44,73,50,14,5,8,18
"糾察",61,30,8,5,0,0,3,7,0,0,0,0,0,0,0
"議題",59,242,63,46,43,27,42,8,7,76,22,7,0,4,13
"協定",57,194,21,10,12,16,6,7,11,18,0,3,0,7,0
"正義",56,183,11,12,5,16,10,8,0,13,0,0,0,0,0
"發言人",56,76,19,24,24,20,20,9,14,19,9,8,0,3,3
"年輕人",55,184,34,22,12,17,37,0,0,19,0,0,0,0,6
"人數",53,160,16,10,9,10,13,0,6,15,11,0,0,4,0
"立場",52,297,51,29,30,36,38,0,9,56,14,11,0,3,7
"個人",52,181,33,12,7,10,20,5,5,17,9,5,0,0,7
"資訊",50,161,29,9,8,6,13,0,0,8,0,0,0,0,0
"動作",49,80,18,0,4,7,10,0,3,6,8,0,0,4,6
"制度",48,66,11,0,3,0,5,0,3,8,0,0,0,0,0
"非暴力",48,42,6,7,0,3,14,0,0,4,4,0,0,0,0
"國際",48,322,38,47,25,37,36,3,13,45,6,7,0,18,6
"水車",47,84,27,4,5,7,7,0,0,0,3,0,0,0,0
"朝野",46,92,66,63,49,32,51,24,27,109,12,11,9,13,18
"電話",44,76,13,8,0,17,10,0,0,5,11,0,0,0,0
"學校",44,185,19,31,11,0,15,4,7,36,3,5,0,6,0
"機制",44,108,37,20,19,11,12,7,8,26,6,0,5,6,3
"機會",44,299,35,33,9,23,7,9,0,32,5,0,0,6,0
"環境",44,72,11,15,8,4,8,0,0,16,0,0,0,6,4
"聲明",44,101,41,35,12,22,48,19,15,34,7,6,0,10,0
"外場",43,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"實質",43,97,20,9,11,13,20,9,7,14,3,0,0,4,0
"醫師",43,45,24,7,3,3,6,0,0,27,6,0,0,0,8
"導演",42,9,7,0,0,9,24,0,0,5,24,0,0,0,10
"文化",41,89,15,9,8,5,5,3,5,17,6,0,0,7,0
"正門",41,20,6,0,0,0,0,0,0,0,0,0,0,0,0
"官員",41,134,7,0,0,5,11,0,4,10,0,0,0,0,5
"樂團",41,12,4,0,0,0,3,0,0,0,0,0,0,0,0
"太陽",39,609,196,104,19,157,301,32,84,62,76,15,9,24,81
"王金平",39,150,50,40,34,16,30,16,12,77,13,11,13,6,11
"義務",39,54,13,11,0,9,8,3,4,6,0,0,0,0,0
"實況",39,31,7,0,0,0,0,0,0,0,0,0,0,0,0
"人權",38,42,13,3,0,7,10,0,6,4,0,0,0,0,3
"立法委員",38,62,5,0,10,0,5,0,0,4,4,0,0,0,0
"危機",38,44,20,17,3,3,9,0,0,7,0,0,0,0,0
"經驗",38,80,20,11,3,11,7,0,3,7,3,5,0,0,0
"需求",38,19,6,8,0,0,3,0,0,5,0,0,0,0,0
"醫生",38,60,9,0,0,3,3,0,0,0,0,0,0,0,6
"體制",38,135,23,8,0,17,13,0,4,8,0,0,0,0,4
"政策",37,137,31,17,20,21,14,4,6,37,5,0,0,3,3
"畫面",37,357,30,9,0,17,34,9,4,4,8,0,0,0,4
"樣子",37,98,6,0,0,0,5,0,0,0,0,0,0,0,5
"人力",36,63,8,0,0,3,4,0,3,0,0,0,0,0,0
"能力",36,181,12,12,0,13,12,0,3,11,0,0,0,0,0
"精神",36,116,44,21,8,10,12,7,0,27,6,0,0,0,5
"價值",36,64,13,17,3,6,13,0,0,13,0,0,0,0,0
"土地",35,76,3,0,0,4,7,0,0,3,4,0,0,0,0
"世界",35,217,20,9,7,15,8,0,5,11,0,0,0,0,3
"伙伴",35,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"法治",35,179,24,23,13,21,34,5,9,19,0,4,0,7,0
"政黨",35,194,15,13,6,20,18,6,9,20,0,0,0,0,3
"憲法",35,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"民意",34,314,35,9,8,8,18,8,5,11,0,0,0,0,0
"秩序",34,89,24,25,16,19,19,7,11,23,13,7,5,4,6
"禮拜",34,51,0,0,0,0,0,0,0,0,4,0,0,0,0
"委員",33,96,9,9,8,18,20,12,6,8,4,0,0,10,14
"黑色",33,55,16,11,0,9,18,4,0,0,3,0,0,0,0
"廣場",33,56,29,12,0,4,21,10,4,11,8,0,0,0,5
"警棍",33,221,39,8,3,13,35,4,9,6,3,7,0,0,4
"方法",32,179,8,3,0,6,3,0,0,3,0,0,0,0,0
"司法",32,51,10,0,0,0,5,0,0,0,0,0,0,0,4
"音樂",32,26,0,0,0,0,4,0,0,14,3,0,0,0,0
"講話",32,110,0,0,0,0,0,0,0,3,0,0,0,0,0
"命令",31,202,8,0,0,0,7,0,0,0,6,0,0,0,0
"垃圾",31,412,7,0,0,0,0,0,3,0,0,0,0,0,0
"睡袋",31,0,5,0,0,0,0,0,0,4,0,0,0,0,0
"人士",30,196,40,17,11,26,33,13,0,11,8,0,0,6,5
"空間",30,88,19,10,5,6,12,0,5,15,6,0,0,0,0
"原因",30,120,19,12,3,5,7,0,4,11,4,3,0,0,0
"學者",30,90,10,6,0,3,20,0,3,5,8,0,0,0,0
"機關",30,191,13,23,3,3,8,0,6,19,3,0,0,5,0
"壓力",30,132,14,15,4,26,9,0,4,15,16,0,0,0,0
"心情",29,82,11,6,0,9,6,0,0,6,5,4,0,0,0
"目的",29,131,3,7,0,3,4,0,0,7,0,0,0,0,0
"形式",29,36,13,3,3,3,15,3,0,6,3,0,0,0,0
"盾牌",29,299,44,9,0,7,27,4,6,10,20,0,0,0,3
"財團",29,88,3,0,0,0,0,0,0,0,0,0,0,0,0
"總統府",29,167,40,33,70,22,40,19,25,46,26,14,4,4,9
"權利",29,108,7,0,3,0,5,4,0,13,0,0,0,0,0
"全世界",28,67,9,3,0,5,7,0,0,5,0,0,0,0,0
"全場",28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"舞台",28,26,8,0,0,0,0,0,0,0,3,0,0,0,0
"早餐",27,63,10,0,3,0,0,0,0,0,0,0,0,0,0
"醫院",27,73,10,7,3,5,15,0,7,25,7,7,0,0,0
"規定",26,148,12,10,4,7,11,0,7,21,10,4,0,0,0
"資源",26,105,4,0,0,4,0,0,0,0,0,0,0,0,0
"手段",25,224,30,17,0,9,27,5,3,17,0,0,0,0,7
"水果",25,19,0,0,0,6,0,0,0,0,0,0,0,0,0
"主人",25,28,0,0,0,0,13,0,0,0,0,0,0,0,0
"爸爸",25,49,11,3,0,3,0,0,0,3,0,0,0,0,0
"答案",25,49,0,0,0,3,0,0,0,3,0,0,0,0,0
"模式",25,31,7,0,0,0,0,0,3,4,0,0,0,0,0
"女生",24,71,7,3,0,0,0,0,0,0,0,0,0,0,0
"小孩",24,105,13,3,0,12,4,0,0,0,0,0,0,0,3
"武力",24,86,14,0,0,4,17,0,4,0,0,0,0,0,5
"島國",24,31,7,12,0,8,11,4,0,0,3,0,0,0,0
"時刻",24,34,6,4,0,0,5,0,0,0,0,0,0,0,0
"條約",24,100,0,0,0,3,0,0,0,0,0,0,0,0,0
"組長",24,4,0,0,0,0,3,0,0,0,0,0,0,0,0
"議會",24,84,22,9,7,7,30,6,6,19,5,12,0,3,4
"人物",23,83,0,8,0,0,5,0,0,0,8,0,0,0,4
"主權",23,53,7,5,5,0,4,0,0,5,0,0,0,0,0
"生氣",23,45,0,0,0,3,0,0,0,0,0,0,0,0,0
"物品",23,20,3,0,0,5,0,5,6,0,0,0,0,0,0
"孩子",23,175,55,8,5,13,50,0,5,23,0,0,3,0,11
"草案",23,26,0,0,0,0,4,0,5,0,0,0,0,0,0
"婦女",23,10,4,10,3,0,5,4,10,4,0,0,0,4,4
"麥克風",23,28,6,8,3,12,14,7,4,10,8,0,0,0,0
"敵人",23,91,10,0,0,0,3,0,0,0,0,0,0,0,0
"警力",23,110,50,54,16,28,75,7,13,40,12,3,0,7,12
"民間",22,44,12,6,13,11,11,0,5,10,0,0,0,4,0
"生命",22,58,5,7,0,0,5,0,0,0,3,0,0,0,0
"例子",22,51,5,0,0,0,0,0,0,4,0,0,0,0,0
"法官",22,49,9,12,5,17,3,0,0,4,12,0,6,0,0
"法案",22,89,10,5,10,4,5,0,0,16,0,3,0,0,0
"糾察隊",22,34,0,0,0,0,0,4,0,0,4,0,0,0,0
"雨衣",22,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"專業",22,175,5,8,0,8,7,0,0,6,0,0,0,4,0
"態度",22,106,29,23,10,13,17,8,20,26,8,5,0,0,3
"關鍵",22,55,41,6,4,3,4,0,7,4,0,0,0,0,0
"公司",21,220,24,23,0,22,8,0,9,0,7,0,0,9,3
"天氣",21,15,0,0,0,0,0,0,0,0,4,0,0,0,0
"目標",21,110,9,11,0,10,7,0,3,11,4,0,0,0,0
"同志",21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"勇氣",21,58,9,8,0,0,3,0,0,0,0,0,0,0,0
"時代",21,107,17,3,0,9,10,3,0,4,3,0,0,0,4
"族群",21,41,3,5,3,0,0,0,0,13,4,0,0,0,0
"條文",21,81,5,4,3,0,0,0,0,4,0,0,0,0,0
"眼睛",21,85,13,0,0,0,3,0,0,3,0,0,0,0,0
"勞工",21,129,20,17,4,0,8,0,0,9,0,0,0,0,0
"競爭力",21,191,13,9,11,3,0,0,4,11,3,0,0,0,0
"思想",20,77,10,0,0,3,6,0,0,0,0,0,0,0,0
"紀錄片",20,4,0,0,0,0,4,0,0,4,0,0,0,0,0
"食物",20,33,0,0,0,10,0,3,0,5,0,4,0,0,0
"專家",20,72,3,3,0,5,3,0,0,3,6,0,0,0,4
"資料",20,151,22,18,5,13,8,0,5,14,0,5,0,0,0
"農村",20,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"民族",19,15,3,3,0,0,0,0,0,3,0,0,0,0,0
"全民",19,84,31,21,6,17,18,3,6,16,0,0,0,0,7
"共識",19,102,54,26,44,13,24,8,13,44,8,3,0,0,11
"狀態",19,36,13,3,0,3,5,0,0,4,0,0,0,0,0
"空調",19,17,6,3,0,3,0,0,0,5,0,0,0,0,7
"看法",19,136,23,14,5,12,3,3,4,17,0,5,0,0,0
"案子",19,24,0,0,0,0,0,0,0,3,0,0,0,0,0
"團隊",19,31,16,0,0,7,4,3,0,0,0,0,0,0,0
"黨團",19,43,35,42,39,17,47,11,11,58,0,5,4,3,8
"上級",18,27,0,0,0,0,0,0,0,0,3,0,0,0,0
"女性",18,24,3,0,0,0,0,0,0,3,0,0,0,0,0
"共產黨",18,119,5,0,0,0,0,0,0,0,0,0,0,0,0
"角度",18,56,5,3,5,3,4,0,0,4,0,0,0,3,0
"委員會",18,193,57,40,39,31,32,18,21,90,16,9,0,0,19
"定義",18,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"教室",18,20,11,7,0,0,9,0,0,8,7,0,0,11,7
"報紙",18,279,37,4,9,8,5,8,0,4,10,4,0,0,0
"對方",18,146,7,0,0,13,5,0,0,13,0,0,0,0,0
"歌手",18,7,3,0,0,4,7,0,0,0,10,0,0,0,0
"薪水",18,121,0,3,4,0,3,0,0,6,0,0,0,0,0
"上班族",17,45,0,0,0,0,7,0,0,0,4,0,0,0,4
"女士",17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"世代",17,65,18,16,0,12,9,7,0,6,3,0,0,0,0
"主席",17,124,31,32,14,14,25,4,12,24,0,3,0,0,4
"瓦斯",17,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"企業",17,236,26,18,16,5,11,0,0,18,3,0,0,6,0
"性別",17,4,9,6,0,12,7,7,10,0,0,0,0,12,5
"房子",17,41,10,0,0,0,3,0,0,0,0,0,0,0,0
"建議",17,397,20,11,13,12,14,0,4,20,6,0,0,4,3
"討論會",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"善意",17,21,11,6,19,10,10,3,0,19,7,0,3,0,3
"場地",17,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"意志",17,46,3,0,0,3,0,3,0,0,0,0,0,0,0
"語言",17,24,6,0,0,0,7,0,0,0,0,0,0,0,0
"說法",17,67,16,7,4,9,9,4,3,6,0,0,0,0,0
"體力",17,19,7,0,0,0,0,0,0,6,10,0,0,3,0
"大法官",16,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"工人",16,36,0,4,0,0,0,0,0,0,0,0,0,0,0
"中華民國",16,129,5,0,3,5,0,0,0,6,0,3,0,0,0
"文字",16,54,5,0,0,0,3,0,3,0,0,0,0,0,0
"全國",16,153,36,36,37,6,23,4,3,43,3,3,0,0,3
"名字",16,43,6,0,0,0,7,0,3,0,0,0,0,0,0
"決議",16,50,27,14,3,0,20,7,4,20,5,0,0,0,0
"事實",16,210,22,11,3,6,19,5,3,8,3,5,5,3,0
"武器",16,125,3,0,0,0,3,0,0,3,4,0,0,0,0
"時報",16,63,20,58,4,10,12,5,0,0,0,0,0,0,4
"條件",16,91,14,6,6,3,5,0,0,9,0,0,0,5,0
"規則",16,62,4,0,0,0,3,0,0,6,0,0,0,0,0
"會場",16,21,3,0,0,0,0,0,0,3,5,0,0,0,0
"概念",16,28,4,3,0,0,4,0,0,0,0,0,0,6,0
"殿堂",16,17,4,0,0,0,3,0,3,0,0,0,0,0,0
"影片",16,504,33,3,0,20,20,3,6,7,15,0,0,0,7
"攝影師",16,12,0,0,0,0,0,0,5,0,0,0,0,0,0
"人群",15,68,0,3,0,0,3,0,0,0,4,0,0,0,3
"大門",15,40,7,12,11,4,12,3,6,7,0,0,0,0,3
"大學生",15,125,26,21,3,12,14,3,5,25,6,0,0,0,9
"父母",15,79,20,5,0,4,12,0,0,4,0,0,0,0,0
"可能性",15,35,6,0,0,4,5,0,0,4,0,0,0,0,0
"自發性",15,12,6,0,0,0,5,0,0,0,4,0,0,0,4
"作業",15,86,6,8,3,7,10,0,4,6,7,0,0,0,0
"法院",15,81,7,10,12,10,9,0,0,7,7,0,9,4,5
"前門",15,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"故事",15,51,3,0,0,0,5,0,0,0,0,0,0,0,0
"科技",15,42,12,12,21,6,10,0,0,18,0,0,0,0,0
"紀錄",15,58,16,6,0,0,6,0,0,27,0,0,0,3,5
"師大",15,9,19,11,0,0,12,0,0,20,0,0,3,4,4
"國民",15,83,9,6,5,4,6,0,4,13,0,0,0,0,0
"基金會",15,11,0,5,0,0,0,0,0,0,0,0,0,0,0
"尊嚴",15,39,4,0,0,0,0,0,0,0,0,0,0,0,0
"暴政",15,32,6,0,0,0,0,0,0,0,0,0,0,0,0
"擔架",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"人們",14,67,8,0,0,0,0,0,0,0,0,0,0,0,0
"女兒",14,55,13,4,0,4,8,5,3,0,0,0,0,0,3
"日報",14,81,77,4,0,4,15,0,4,10,0,0,0,0,0
"失物",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"平台",14,37,31,13,5,6,8,0,5,12,4,0,0,3,4
"份子",14,60,35,15,0,7,15,6,3,3,0,0,3,0,3
"全身",14,33,5,3,0,0,4,0,0,3,5,0,0,0,0
"百合",14,34,3,0,0,11,6,6,3,0,10,0,0,0,0
"我會",14,63,4,0,0,0,0,0,0,5,5,0,0,0,0
"系統",14,52,13,13,6,3,6,0,6,7,3,0,0,0,0
"初衷",14,36,6,0,0,7,0,0,5,3,3,0,0,0,0
"協會",14,21,5,8,9,0,9,4,0,14,0,4,0,0,0
"家人",14,48,3,0,0,11,3,0,4,4,8,0,0,0,4
"家庭",14,40,9,0,0,3,3,0,0,4,0,0,0,0,0
"執政黨",14,77,4,4,0,0,0,0,0,5,0,0,0,0,0
"結論",14,56,3,9,11,3,0,0,0,8,0,0,0,0,0
"意圖",14,40,0,6,0,5,5,0,0,5,0,0,0,0,5
"會期",14,15,0,5,0,0,3,0,0,0,0,0,0,0,0
"廣告",14,229,40,13,12,18,13,6,0,8,15,6,3,0,8
"總指揮",14,38,52,8,0,18,14,3,12,11,11,0,4,0,7
"權益",14,47,0,8,0,0,8,6,10,8,5,0,0,6,0
"口袋",13,13,0,0,0,4,0,0,0,0,0,0,0,0,0
"大眾",13,116,10,6,0,4,9,5,0,9,0,0,0,0,0
"小組",13,29,8,4,0,6,9,0,0,3,0,0,0,0,0
"方面",13,87,6,10,5,10,6,0,0,11,0,0,0,3,3
"主流",13,43,21,0,0,0,8,0,0,4,3,3,0,0,0
"同仁",13,18,9,11,9,19,9,6,11,14,11,5,0,4,0
"年紀",13,31,8,0,0,3,5,0,0,0,0,0,0,0,0
"老闆",13,170,3,0,0,6,10,0,0,3,0,0,0,0,4
"信念",13,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"前提",13,90,32,22,61,11,9,9,13,38,7,12,5,4,4
"風險",13,40,6,9,0,0,0,0,0,3,0,0,0,0,0
"差異",13,34,4,0,0,0,0,0,0,0,0,0,0,0,0
"桌子",13,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"國旗",13,89,0,0,0,7,8,0,0,4,0,0,0,0,0
"清大",13,75,22,30,3,14,22,5,6,23,11,4,5,4,10
"理想",13,53,11,11,0,6,6,0,3,0,0,0,0,0,0
"移民",13,97,0,3,0,6,4,0,0,6,0,0,0,0,0
"階段",13,32,5,10,0,0,0,0,0,3,0,0,0,0,3
"路口",13,41,9,11,8,7,9,0,3,10,0,0,0,0,0
"對象",13,57,10,0,0,0,7,4,3,4,0,0,0,0,0
"學長",13,36,4,0,0,0,0,0,0,0,0,0,0,0,0
"舉動",13,34,0,3,0,0,6,0,0,0,0,0,0,0,0
"攝影機",13,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"人才",12,88,13,4,0,5,0,0,0,15,0,0,0,0,0
"大人",12,107,7,4,3,8,8,5,0,4,0,0,0,0,0
"中央",12,110,11,9,117,13,23,6,4,67,0,4,0,0,0
"心理",12,69,5,5,3,14,0,0,0,7,0,0,0,0,0
"毛巾",12,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"代價",12,64,14,11,0,4,12,0,0,3,0,0,0,0,0
"包裹",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"市場",12,189,29,48,24,15,21,0,6,30,11,0,0,12,0
"白色",12,8,5,0,0,0,4,0,0,0,3,0,0,0,0
"全體",12,50,8,0,0,0,4,0,0,4,0,0,0,0,0
"走道",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"服務台",12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"哲學系",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"弱勢",12,49,11,5,0,4,17,0,0,3,0,3,0,0,0
"校長",12,102,13,18,0,11,9,4,0,21,0,0,0,4,0
"病人",12,11,5,0,0,0,0,0,0,0,0,0,0,0,0
"真相",12,142,10,0,0,0,13,0,0,4,0,0,0,0,0
"高層",12,48,11,0,0,4,3,0,3,8,0,0,0,0,0
"現實",12,91,3,3,0,4,0,0,0,0,0,0,0,0,0
"單位",12,85,13,4,8,0,4,3,3,8,0,0,0,0,0
"圍牆",12,5,4,0,0,0,0,0,0,0,0,0,0,0,0
"意識",12,54,5,0,0,0,3,0,0,0,5,0,0,0,0
"資本",12,39,0,3,0,0,0,0,0,0,0,0,0,0,0
"電腦",12,104,12,10,7,3,0,0,0,7,0,0,0,0,0
"網站",12,68,16,9,0,10,15,0,0,9,5,0,0,3,7
"課程",12,19,10,4,0,0,16,0,0,12,0,0,0,0,0
"證據",12,106,7,6,0,12,9,0,6,5,0,0,3,0,9
"黨紀",12,50,9,3,4,0,11,6,4,7,0,0,0,0,0
"大意",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"方向",11,62,8,6,0,0,7,0,0,0,0,0,0,0,0
"外套",11,10,7,4,0,12,0,0,0,0,8,0,0,0,0
"年代",11,74,5,4,0,0,10,0,0,11,0,0,0,0,0
"年級",11,31,8,7,0,0,11,0,0,0,0,0,0,0,0
"成員",11,65,19,4,4,7,26,5,6,5,8,0,0,0,6
"衣服",11,37,0,0,0,0,3,0,0,4,0,0,0,0,0
"決策",11,67,12,7,0,0,9,0,0,0,0,0,0,0,0
"事項",11,28,0,0,0,0,0,3,0,0,0,0,0,0,0
"社團",11,24,5,5,0,0,14,0,0,5,0,0,0,0,0
"長官",11,65,0,0,0,0,0,0,0,3,4,0,0,0,0
"前輩",11,9,3,0,0,0,0,0,0,0,0,0,0,0,0
"家長",11,43,13,0,0,0,10,0,0,18,7,0,0,0,5
"笑話",11,46,0,0,0,0,3,0,0,0,0,0,0,0,0
"崗位",11,9,0,3,0,0,3,0,0,5,0,3,0,0,0
"措施",11,43,0,0,4,0,3,0,0,5,4,0,0,0,0
"救護車",11,20,4,4,0,0,6,0,0,0,0,0,0,0,0
"揚聲器",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"誠意",11,44,11,10,7,17,8,3,0,10,4,0,0,0,0
"歌曲",11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"網友",11,165,212,47,12,83,190,25,54,66,57,4,0,9,23
"領域",11,27,6,0,0,0,0,5,0,4,0,0,0,0,0
"範圍",11,78,0,0,0,3,0,0,0,3,0,0,0,0,0
"學生證",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"選區",11,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"錯誤",11,92,8,6,4,9,6,0,0,4,0,0,0,0,0
"頭部",11,32,8,5,0,5,9,0,4,3,0,0,0,0,0
"聯盟",11,28,13,0,28,0,8,0,0,15,3,0,0,0,0
"簡訊",11,11,11,0,0,0,4,5,0,0,0,0,0,0,0
"人性",10,32,0,0,0,0,0,0,0,3,0,0,0,0,0
"大哥",10,32,0,0,0,4,0,0,0,0,0,0,0,0,0
"大會",10,19,3,0,0,0,0,0,0,0,0,0,0,0,0
"公物",10,55,11,7,0,3,13,0,0,3,0,0,0,0,0
"主導",10,36,7,0,0,13,9,0,3,12,7,0,5,0,4
"左手",10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"同伴",10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"同事",10,57,0,8,0,0,0,0,0,5,0,0,0,3,0
"好處",10,72,4,0,0,0,0,0,0,0,0,0,0,0,0
"安全帽",10,28,0,0,0,0,0,0,0,0,0,0,0,3,0
"成果",10,23,11,6,0,3,3,0,0,5,0,0,0,0,0
"良心",10,91,17,0,0,3,3,0,0,0,0,0,0,0,0
"服務業",10,74,17,10,10,11,0,0,0,13,0,0,0,7,4
"空位",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"信心",10,27,10,0,4,7,0,0,0,8,0,4,0,3,3
"待遇",10,14,4,0,0,0,0,0,0,3,0,0,0,0,0
"既得利益",10,78,4,0,0,0,0,0,0,0,0,0,0,0,0
"原地",10,8,3,0,0,0,0,0,0,0,0,0,0,0,0
"差距",10,31,5,0,0,0,0,0,0,0,5,0,0,0,0
"時段",10,5,0,3,0,0,0,0,0,0,0,0,0,0,0
"核心",10,58,10,16,0,4,16,4,0,5,0,0,0,0,4
"氣氛",10,16,9,3,0,5,8,0,0,6,4,0,0,0,0
"海洋",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"基層",10,26,3,0,0,0,0,0,0,0,0,0,0,0,0
"基礎",10,63,7,3,0,3,5,0,0,8,0,0,0,0,0
"情形",10,65,4,5,3,3,6,0,4,8,0,3,0,3,0
"理念",10,79,6,0,0,0,9,0,0,5,0,0,0,0,0
"規劃",10,27,6,0,0,0,0,5,0,6,0,0,0,3,0
"貧富",10,22,3,0,0,0,0,0,0,0,4,0,0,0,0
"集體",10,21,5,4,0,0,0,0,0,3,0,0,0,0,0
"愛心",10,11,0,0,0,0,0,0,0,0,0,4,0,0,0
"新知",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"筷子",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"管道",10,55,6,6,0,0,0,0,0,8,0,0,0,0,0
"戰爭",10,31,0,0,0,0,0,0,0,3,0,0,0,0,0
"頭腦",10,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"檢察官",10,64,18,7,4,7,6,17,0,8,3,0,0,0,0
